50004,0.00,0.00
100012,0.00,0.00
150016,0.00,0.00
200024,0.00,0.00
250028,0.00,0.00
300032,0.00,0.00
350040,0.00,0.00
400044,0.00,0.00
450052,0.00,0.00
500060,0.00,0.00
550068,0.00,0.00
600076,0.00,0.00
650076,0.00,0.00
700084,0.00,0.00
750092,0.00,0.00
800100,0.00,0.00
850108,0.00,0.00
900116,0.00,0.00
950116,0.00,0.00
1000124,255.00,0.00
1050132,255.00,479.92
1100132,255.00,840.00
1150136,255.00,959.92
1200148,255.00,999.76
1250148,255.00,1000.00
1300156,255.00,999.84
1350164,255.00,999.84
1400176,255.00,979.76
1450176,255.00,1020.00
1500184,255.00,999.84
1550188,255.00,999.92
1600196,255.00,999.84
1650200,255.00,999.92
1700208,255.00,999.84
1750208,255.00,1020.00
1800220,255.00,999.76
1850220,255.00,1000.00
1900220,255.00,1020.00
1950228,255.00,999.84
2000236,255.00,999.84
2050244,255.00,999.84
2100252,255.00,999.84
2150264,255.00,999.76
2200272,255.00,999.84
2250280,255.00,999.84
2300288,255.00,999.84
2350296,255.00,999.84
2400304,255.00,999.84
2450304,255.00,1000.00
2500312,255.00,999.84
2550320,255.00,999.84
2600328,255.00,999.84
2650332,255.00,999.92
2700340,255.00,999.84
2750344,255.00,999.92
2800352,255.00,999.84
2850360,255.00,999.84
2900368,255.00,999.84
2950376,255.00,999.84
3000384,255.00,999.84
3050388,255.00,979.92
3100392,255.00,1019.92
3150392,255.00,980.00
3200392,255.00,980.00
3250404,255.00,999.76
3300412,255.00,999.84
3350412,255.00,1000.00
3400416,255.00,999.92
3450424,255.00,999.84
3500432,255.00,999.84
3550440,255.00,999.84
3600448,255.00,999.84
3650452,255.00,999.92
3700464,255.00,979.76
3750484,255.00,999.60
3800492,255.00,979.84
3850500,255.00,999.84
3900508,255.00,999.84
3950508,255.00,1000.00
4000516,255.00,999.84
4050524,255.00,999.84
4100532,255.00,999.84
4150540,255.00,979.84
4200548,255.00,999.84
4250552,255.00,979.92
4300560,255.00,999.84
4350572,255.00,999.76
4400580,255.00,999.84
4450588,255.00,999.84
4500596,255.00,999.84
4550600,255.00,999.92
4600600,255.00,980.00
4650600,255.00,980.00
4700608,255.00,999.84
4750616,255.00,999.84
4800624,255.00,999.84
4850628,255.00,999.92
4900636,255.00,999.84
4950640,255.00,959.92
5000652,255.00,999.76
5050660,255.00,999.84
5100668,255.00,999.84
5150672,255.00,999.92
5200672,255.00,980.00
5250684,255.00,999.76
5300688,255.00,999.92
5350688,255.00,980.00
5400700,255.00,999.76
5450700,255.00,1000.00
5500708,255.00,999.84
5550708,255.00,980.00
5600720,255.00,999.76
5650724,255.00,999.92
5700724,255.00,980.00
5750728,255.00,999.92
5800728,255.00,980.00
5850728,255.00,1000.00
5900740,255.00,979.76
5950748,255.00,999.84
6000756,0.00,999.84
6050764,0.00,919.85
6100764,0.00,880.00
6150764,0.00,800.00
6200768,0.00,719.94
6250772,0.00,659.95
6300776,0.00,579.95
6350776,0.00,520.00
6400780,0.00,479.96
6450780,0.00,400.00
6500780,0.00,340.00
6550784,0.00,279.98
6600796,0.00,239.94
6650808,0.00,179.96
6700812,0.00,119.99
6750824,0.00,79.98
6800824,0.00,20.00
6850828,0.00,0.00
6900836,0.00,0.00
6950836,0.00,0.00
7000844,0.00,0.00
7050852,0.00,0.00
7100860,0.00,0.00
7150868,0.00,0.00
7200876,0.00,0.00
7250876,0.00,0.00
7300884,0.00,0.00
7350892,0.00,0.00
7400900,0.00,0.00
7450908,0.00,0.00
7500916,0.00,0.00
7550916,0.00,0.00
7600924,0.00,0.00
7650932,0.00,0.00
7700944,0.00,0.00
7750948,0.00,0.00
7800956,0.00,0.00
7850960,0.00,0.00
7900968,0.00,0.00
7950976,0.00,0.00
8000984,0.00,0.00
8050988,0.00,0.00
8100996,0.00,0.00
8150996,0.00,0.00
8201008,0.00,0.00
8251012,0.00,0.00
8301020,0.00,0.00
8351028,0.00,0.00
8401036,0.00,0.00

